ID,Name,Category,Chain(s),URL
1462,deBridge,Bridge,Arbitrum | Binance | Ethereum | Heco | Polygon,https://debridge.finance
1461,WOOFi,Dexes,Avalanche | Binance | Fantom,https://fi.woo.org
1460,ValleySwap,Dexes,Oasis,https://valleyswap.com
1459,ELYFI,Lending,Binance | Ethereum,https://www.elyfi.world/en
1458,Equilibrium,CDP,EOS,https://eosdt.com
1457,OGX,Synthetics,EOS,https://ogx.network/#/
1455,ClaimSwap,Dexes,Klaytn,https://claimswap.org/
1454,Bullish,Dexes,EOS,https://bullish.com
1453,EOS REX,Lending,EOS,https://eosauthority.com/rex/statistics?network=eos
1452,PayCash,Dexes,EOS,https://paycashswap.com
1451,Chintai,Lending,EOS,https://chintai.io
1450,Solidex,Yield Aggregator,Fantom,https://solidexfinance.com
1449,ImpactMarket,Yield,Celo,https://www.impactmarket.com
1448,White Whale,Yield,Terra,https://whitewhale.money
1447,Hashflow,Dexes,Arbitrum | Avalanche | Binance | Ethereum | Polygon,https://www.hashflow.com
1446,FDoge Finance,Algo-Stables,Fantom,https://fdoge.finance/
1445,Aelin,Services,Ethereum | Optimism,https://aelin.xyz
1444,Vesta Finance,CDP,Arbitrum,https://vestafinance.xyz
1443,OneRing,Yield,Fantom | Polygon,https://www.onering.finance
1442,Kyrios Finance,Yield,Fantom,https://kyrios.finance/
1441,Peel Defi,Algo-Stables,Binance,https://peeldefi.com/
1440,Polaris Finance,Algo-Stables,Aurora,https://polarisfinance.io
1439,The Don Finance,Farm,Fantom,https://thedon.finance
1438,TreeHouse Finance,Yield,Avalanche,https://www.treehouse-finance.com
1437,Nightmare Finance,Farm,Fantom,https://www.nightmarefinance.com
1436,SpectreFi,Farm,Fantom,https://spectrefi.com
1435,Cemetery Finance,Farm,Fantom,https://www.cemetery.finance
1434,NewSpace Finance,Farm,Binance,https://newspace.finance
1433,Jones DAO,Options,Arbitrum,https://jonesdao.io
1432,PegaSys,Dexes,Syscoin,https://pegasys.finance
1431,X2Y2,Staking,Ethereum,https://x2y2.io
1430,Kommunitas,Launchpad,Polygon,https://kommunitas.net
1429,GoodDollar,Staking,Ethereum | Fuse,https://www.gooddollar.org
1428,StarCrazy,Gaming,IoTeX,https://starcrazy.com
1427,Benqi Staked Avax,Liquid Staking,Avalanche,https://staking.benqi.fi
1426,MiniPanther DAO,Reserve Currency,Fantom,https://minipanther.money/#/
1425,Croissant Games,Staking,Cronos,https://croissant.games
1424,Volta DAO,Reserve Currency,Avalanche | Fantom,https://app.voltadao.finance/
1423,Bodh Finance,Lending,Boba,https://bodh.finance
1422,Winkyverse,Staking,Binance,https://getwinkies.com
1421,Enso Finance,Indexes,Ethereum,https://www.enso.finance
1420,Arable Protocol,Synthetics,Avalanche,https://arable.finance
1419,BabelFish,Yield,RSK,https://babelfish.money
1418,Draco Finance,Algo-Stables,Fantom,https://www.draco.finance/
1417,GemMine,Yield,Fantom,https://gemmine.defiwaterfall.com
1416,GemKeeper,Dexes,Oasis,https://app.gemkeeper.finance/#/swap
1415,Partial Finance,Algo-Stables,Fantom,https://partial.finance
1414,Dibs Money,Algo-Stables,Binance,https://www.dibs.money/
1413,Savanna Finance,Algo-Stables,Cronos,https://svn.finance
1412,Crema Finance,Dexes,Solana,https://www.crema.finance
1411,Manarium,Gaming,Binance,https://www.manarium.com
1410,Cropper,Dexes,Solana,https://cropper.finance
1408,Drachma,Dexes,Metis,https://app.drachmadefi.io/#/
1407,Solidly,Dexes,Fantom,https://solidly.exchange/
1406,Cupid Farm,Yield,Fantom,https://www.coconuts.finance/
1404,GotchiVault,Staking,Polygon,https://www.gotchivault.com
1403,Scranton Finance,Yield,Fantom,https://www.scranton.finance/
1402,UXD,Algo-Stables,Solana,https://uxd.fi/
1401,Moonwell Apollo,Lending,Moonriver,https://moonwell.fi
1400,Lizard,Dexes,Oasis,https://lizard.exchange
1399,Fastyield Finance,Yield Aggregator,Fantom,https://fastyield.app
1398,1Beam,Dexes,Moonbeam,https://1beam.io
1397,Kromatika,Dexes,Arbitrum | Optimism,https://kromatika.finance
1396,Veritable DAO,Yield,Polygon,https://veritable.finance
1395,ArthSwap,Dexes,Astar,https://app.arthswap.org/#/swap
1394,MyMine,Yield,Fantom,https://mymine.defiwaterfall.com/#farms
1393,Basis Markets,Dexes,Solana,https://basis.markets
1392,VaporFi,Yield,Avalanche,https://app.vapornodes.finance
1391,Thor Financial,Yield,Avalanche,https://www.thor.financial/#
1390,ProjectX,Yield,Avalanche,https://projectx.financial/#home
1389,Polyquail,Yield,Polygon,https://www.polyquail.finance
1388,Parasset,CDP,Ethereum,https://www.parasset.top/#/
1387,DEUS Finance,CDP,Ethereum | Fantom | Polygon,https://deus.finance
1386,Soluna,Yield,Terra,https://soluna.money
1385,Algebra DEX,Dexes,Polygon,https://app.algebra.finance
1384,Hermes Protocol,Dexes,Metis,https://hermes.maiadao.xyz/
1383,Platinum Finance,Algo-Stables,Fantom,https://platinumfi.app/
1382,Waterfall BSC,Yield,Binance,https://bsc.defiwaterfall.com
1381,Bright Union,Insurance,Ethereum,https://brightunion.io
1380,Minimax,Staking,Avalanche | Binance | Fantom | Polygon,https://www.minimax.finance
1379,Based Finance,Algo-Stables,Fantom,https://basedfinance.io
1378,Elephant Money,Yield,Binance,https://elephant.money
1377,Maia DAO,Reserve Currency,Metis,https://maiadao.xyz
1376,Sahara Exchange,Dexes,Oasis,https://sahara.exchange
1375,Animal Farm,Farm,Binance,https://theanimal.farm
1374,Gensokishi,Gaming,Polygon,https://genso.game
1373,Antimatter,Options,Arbitrum | Avalanche | Binance | Ethereum,https://antimatter.finance
1372,Superman Swap,Yield Aggregator,Binance,https://www.supermanswap.com/
1371,Ripae,Algo-Stables,Avalanche | Binance | Fantom | Polygon,https://ripae.finance/
1370,Symblox,Synthetics,Velas,https://symblox.io
1369,Velhalla,Gaming,Velas,https://velhalla.io
1367,WOWswap,Dexes,Avalanche | Binance | Ethereum | Heco | IoTeX | Metis | Polygon,https://wowswap.io
1366,Hotfriescoin,Reserve Currency,Binance,https://www.hotfriescoin.com/
1365,ETHA Lend,Yield,Polygon,https://www.ethalend.org
1364,Narwhalswap,Dexes,Binance,https://narwhalswap.org/#/swap
1363,Oni Exchange,Dexes,Binance,https://oni.exchange
1362,Hexal,Reserve Currency,Binance,https://app.hexal.finance/
1361,QAO,Indexes,Ethereum,https://www.qao.io
1360,Meld,Lending,Cardano,https://www.meld.com
1359,CapitalDEX,Dexes,Curio | Ethereum,https://capitaldex.exchange/#/swap
1358,Kassandra DAO,Indexes,Avalanche,https://kassandra.finance
1357,ADAX Pro,Dexes,Cardano,https://dex.adax.pro
1356,Hubble,Lending,Solana,https://hubbleprotocol.io
1355,Knights of Fantom,Farm,Fantom,https://www.knights-of-fantom.com
1354,Dogs of Elon,Farm,Arbitrum | Ethereum,https://dogsofelon.io
1353,Kalmy App,Yield,Avalanche | Binance | Fantom,https://kalmy.app
1352,Astral Financial,Yield,Moonbeam,https://astral.financial/#/moonbeam
1351,WigoSwap,Dexes,Fantom,https://wigoswap.io/
1350,TreasureDAO,Yield,Arbitrum,https://www.treasure.lol/
1349,Degen Haus,Dexes,Fantom,https://app.degen.haus/
1348,Athena Money,Algo-Stables,Moonriver,https://www.athenamoney.org/
1347,YieldFields,Yield,Binance,https://yieldfields.finance/
1346,ThetaCash,Staking,Theta,https://tbill.io
1345,Moon Flower Farmers,Yield,Aurora,https://moonflowerfarmers.com/
1344,FATFIRE DEFI,Yield,Fantom,https://fatfire.finance/
1343,Devil Finance,Yield,Fantom,https://devilfinance.io/
1342,Croblanc,Yield,Cronos,https://app.croblanc.com/farms
1341,CryptoMate,Dexes,Stacks,https://cryptomate.me/
1340,IceCream Finance,Algo-Stables,Avalanche,https://icecreamfinance.app/
1339,API3,Oracle,Ethereum,https://api3.eth.link/#/
1338,Warp,Reserve Currency,Polygon,https://warp.bond/
1337,ViveLaBouje,Yield,Fantom,https://vive.bouje.finance
1336,Unizen,Services,Ethereum,https://www.unizen.io
1335,ShiroSwap,Dexes,Binance,https://shirotoken.com
1334,PearZap,Yield,Binance | Fantom | Polygon,https://app.pearzap.com
1333,Oceanus,Algo-Stables,Metis,https://oceanus.finance
1332,DNA Dollar,Algo-Stables,Cronos,https://dnadollar.com
1331,DeepLock,Launchpad,Binance,https://deeplock.io
1330,Beluga,Yield,Fantom | Polygon,https://beluga.fi
1329,Spiral Finance,Yield Aggregator,Fantom,https://spiral.farm/
1328,Astral Farm,Farm,Fantom,https://astral-farm.com
1326,Snowtomb,Algo-Stables,Avalanche,https://snowtomb.com/
1325,Magik Finance,Algo-Stables,Fantom,https://magik.finance/
1324,FuryLabs Finance,Farm,Fantom,https://furylabsfinance.com
1323,Poopsicle,Yield,Fantom,https://www.poopsicle.wtf
1322,Alligator,Dexes,Avalanche,https://www.alligator.exchange/
1321,Comfy Money,Algo-Stables,Harmony,https://comfy.money
1320,Railgun,Privacy,Binance | Ethereum | Polygon,https://railgun.org
1319,Moneyrain Finance,Yield,Fantom,https://defimoneyrain.com
1318,Cesta Finance,Reserve Currency,Avalanche,https://cesta.finance
1317,UniverseFTM,Yield,Fantom,https://www.universe-swap.com
1316,Specter Finance,Algo-Stables,Fantom,https://specterfinance.xyz/
1315,NeoBurger,Liquid Staking,NEO,https://neoburger.io/home
1313,NoahArkDAO,Reserve Currency,Avalanche,https://noahark.money/#/
1312,Epsylon Finance,Yield Aggregator,Fantom,https://www.epsylon.finance/
1311,Moremoney,Lending,Avalanche,https://moremoney.finance
1310,ZeroShift,Reserve Currency,Avalanche,https://www.zeroshift.io/
1309,Gaia DAO,Reserve Currency,Avalanche,https://gaiadao.money/
1308,Frog Nation Farm,Farm,Fantom,https://www.frognation.farm/
1307,0xDAO,Yield,Fantom,https://www.oxdao.fi
1306,ProtoFi,Yield,Fantom,https://fantombank.protofi.app/
1305,weBribe DAO,Staking,Fantom,https://webribe.me
1304,Buffer Finance,Options,Binance,https://www.buffer.finance
1303,Iron Bank,Lending,Avalanche | Ethereum | Fantom,https://ib.xyz
1302,SundaeSwap,Dexes,Cardano,https://www.sundaeswap.finance/
1301,ApeDAO,Farm,Fantom,https://vapedao.finance/
1299,Guru Network,Options,Echelon | Fantom | Kucoin | MultiVAC,https://ftm.guru
1298,Axion,Staking,Polygon,https://axion.network
1297,BloXmove,Services,Binance | Ethereum,https://bloxmove.com
1296,ZipSwap,Dexes,Arbitrum | Optimism,https://zipswap.fi/#/
1295,BurgerSwap,Dexes,Binance,https://burgerswap.org/trade/swap
1294,Hades Money,Algo-Stables,Metis,https://hades.money/
1293,Manhattan,Yield,Fantom,https://manhattan.finance
1292,Radial,Yield,Fantom,https://www.radialfinance.com
1291,Agora,Lending,Metis,https://agoradefi.io
1290,Grape Finance,Algo-Stables,Avalanche,https://grapefinance.app/
1289,BeamSwap,Dexes,Moonbeam,https://beamswap.io
1288,Mover,Yield,Ethereum | Polygon,https://viamover.com
1287,Crafting Finance,Synthetics,Aurora | Ethereum,https://crafting.finance
1286,OmniDex,Dexes,Telos,https://omnidex.finance
1285,Alphadex,Dexes,Moonriver,https://alphadex.io
1284,Paladin DAO,Reserve Currency,Binance,https://www.paladindao.com/
1283,Bent Finance,Yield,Ethereum,https://app.bentfinance.com
1282,Rubic,Cross Chain,Arbitrum | Aurora | Avalanche | Binance | Ethereum | Fantom | Harmony | Moonriver | Polygon | Solana,https://rubic.exchange
1281,veDAO,Farm,Fantom,https://www.vedao.io/
1280,Tornado Finance,Yield,Binance | Ethereum | Polygon,https://tornado.finance
1279,Tulip,Algo-Stables,Oasis,https://tulip.money/
1278,YieldWolf,Yield,Avalanche | Binance | Celo | Cronos | Fantom | Harmony | Polygon,https://yieldwolf.finance
1277,Paprprintr,Algo-Stables,Aurora | Binance | Fantom | Kucoin | OKExChain | Polygon,https://paprprintr.finance
1276,KCCguru,Prediction Market,Kucoin,https://kcc.guru
1275,PERI Finance,Synthetics,Binance | Ethereum | Polygon,https://pynths.com
1274,StellaSwap,Dexes,Moonbeam,https://stellaswap.com
1273,Cleopatra DAO,Yield Aggregator,Avalanche,https://cleopatra-dao.xyz
1272,ioTube,Bridge,Binance | Ethereum | IoTeX | Polygon,https://iotube.org
1271,Immortal,Reserve Currency,Celo,https://www.immortaldao.finance/
1270,VyFinance,Staking,Cardano,https://vyfi.io
1269,Solarflare,Dexes,Moonbeam,https://solarflare.io
1268,Cronofi Finance,Yield,Cronos,https://www.cronofifinance.com/
1267,The Open DAO SOS,Services,Ethereum,https://www.theopendao.com/#sos
1266,fees.wtf,Services,Ethereum,https://fees.wtf/
1265,X,Services,Ethereum,https://x.xyz
1264,SmartDEXBCH,Dexes,smartBCH,https://smartdex.cash/
1263,SmartPad,Launchpad,Aurora | Ethereum | Polygon,https://smartpad.network/
1262,Saros,Yield,Solana,https://saros.finance
1261,DarkCrypto,Algo-Stables,Cronos,https://www.darkcrypto.finance
1260,ThetaSwap,Dexes,Theta,https://swap.thetatoken.org/swap
1259,Pillar,Algo-Stables,Zilliqa,https://pillarprotocol.com
1258,FLRFarm,Launchpad,Songbird,https://xff.flr.finance
1257,CrossChain Bridge,Cross Chain,Avalanche | Binance | Ethereum | Fantom | Polygon,https://crosschainbridge.org
1256,Delta Financial,Options,Ethereum,https://www.delta.finance
1255,Proof of Humanity,Staking,Ethereum,https://www.proofofhumanity.id
1254,XDAO,Services,Astar | Avalanche | Binance | Ethereum | Fantom | Heco | Polygon,https://www.xdao.app/
1253,HakuSwap,Dexes,Avalanche,https://hakuswap.com
1252,Luminous Finance,Dexes,Tron,https://luminous.finance/
1251,Kandyland Finance,Reserve Currency,Avalanche,https://app.kandyland.finance/
1250,Llama Airforce,Yield,Ethereum,https://llama.airforce
1249,2omb Finance,Algo-Stables,Fantom,https://2omb.finance/
1248,Hermes Finance,Algo-Stables,Avalanche,https://hermesfinance.app/
1246,Spartan,Dexes,Binance,https://spartanprotocol.org
1245,Proxy,Yield,Ethereum | Polygon,https://prxy.fi
1244,Crabada,Gaming,Avalanche,https://www.crabada.com
1243,StackSwap,Dexes,Stacks,https://app.stackswap.org/swap
1242,SleepEarn Finance,Yield,Kardia,https://sleepearn.finance
1241,Mimo,Dexes,IoTeX,https://mimo.exchange
1240,YuzuSwap,Dexes,Oasis,https://yuzu-swap.com
1239,DuneSwap,Dexes,Oasis,https://www.duneswap.com/exchange/swap
1238,Minotaur Money,Reserve Currency,Cronos,https://minotaur.money/
1237,Bomb Money,Algo-Stables,Binance,https://app.bomb.money/
1236,Waterfall Finance,Yield,Fantom,https://app.defiwaterfall.com
1235,Ultra Protocol,Services,Binance,https://ultraprotocol.io/
1234,Agile Finance,Lending,Cronos,https://www.agilefi.org
1233,Creditum,Algo-Stables,Fantom,https://revenant.finance/creditum
1232,TerraFloki,Dexes,Terra,https://terrafloki.io
1231,Vesq,Reserve Currency,Polygon,https://www.vesq.io
1230,Welnance,Chain,Binance,https://welnance.com
1229,LooksRare,NFT Marketplace,Ethereum,https://looksrare.org
1228,SashimiDAO,Reserve Currency,Avalanche,https://sashimidao.xyz
1227,Empyrean DAO,Reserve Currency,Aurora,https://empyrean.fi
1226,Oin Finance,Algo-Stables,Ethereum | Harmony | Near,https://oin.finance
1225,VoltSwap,Dexes,Meter | Theta,https://voltswap.finance
1223,TiPiDao,Reserve Currency,Binance,https://dao.takeprofit.fi/
1222,Photon Protocol,Reserve Currency,Binance,https://photonprotocol.io/
1221,Argano,Synthetics,Polygon,https://www.argano.io
1220,KillSwitch,Yield Aggregator,Aurora | Binance | Kucoin,https://killswitch.finance
1219,Trapeza Protocol,Reserve Currency,Binance,https://www.trapeza.finance/
1218,Sierra,Reserve Currency,Avalanche,https://www.sierra.money/
1217,Parallel DeFi Super App,Lending,Parallel,https://parallel.fi
1216,Farm Hero,Gaming,Binance | OKExChain | Polygon,https://farmhero.io
1215,OVR,Services,Ethereum,https://www.ovr.ai
1214,Karma DAO,Reserve Currency,Avalanche,https://karmadao.money/
1213,Ocean Protocol,Services,Binance | EnergyWeb | Ethereum | Moonriver | Polygon,https://oceanprotocol.com
1212,SamoDAO,Reserve Currency,Binance,https://www.samodao.finance/
1211,ThorusFi,Dexes,Avalanche | Moonbeam,https://thorus.fi/
1210,Voyager,Staking,Ethereum,https://www.investvoyager.com
1209,INK Protocol,Yield,Terra,https://inkprotocol.finance
1208,OpenLeverage,Dexes,Binance | Ethereum | Kucoin,https://openleverage.finance
1207,Across,Cross Chain,Ethereum,https://across.to
1206,WagmiDAO,Reserve Currency,Harmony,https://wagmidao.io
1205,Predictcoin,Prediction Market,Binance,https://predictcoin.finance/#
1204,BooFinance,Yield,Avalanche,https://www.boofinance.io/
1203,StoneDefi,Yield Aggregator,Avalanche | Binance | Ethereum | Polygon,https://stonedefi.io/
1202,BananaFarm,Yield,Boba,https://bananafarm.io
1201,Zunami Protocol,Yield Aggregator,Ethereum,https://www.zunami.io
1200,Tenet,Yield,Binance | Ethereum,https://tenet.farm
1199,Ferrum,Services,Ethereum | Polygon,https://ferrum.network
1198,Chronicle,Services,Binance,https://www.chronicle.io
1197,Sentre,Dexes,Solana,https://hub.sentre.io/welcome
1196,Chikn Farm,Services,Avalanche,https://chikn.farm
1195,Instrumental Finance,Yield,Ethereum,https://www.instrumental.finance
1194,Sperax USD,Algo-Stables,Arbitrum | Ethereum,http://sperax.io
1193,OBSwap,Dexes,EOS,https://swap.defiob.com
1192,PolkaEx,Dexes,Astar | Binance | Ethereum | Polygon | Shiden,https://www.polkaex.io
1191,Katana,Options,Solana,https://app.katana.so
1190,Magnet DAO,Algo-Stables,Avalanche,https://magnetdao.finance/
1189,Mimas Finance,Lending,Cronos,https://mimas.finance/
1188,EverRise,Services,Avalanche | Binance | Ethereum | Fantom | Polygon,https://www.everrise.com
1187,Galatea Cash,Algo-Stables,Cronos,https://galatea.cash
1186,Rarify,Yield,xDai,https://rare.fyi
1185,MarginSwap,Dexes,Avalanche | Binance | Ethereum | Polygon,https://marginswap.finance
1184,CyberTime,Services,Binance,https://cybertime.finance
1183,Euler,Lending,Ethereum,https://www.euler.finance
1182,ChargeDeFi,Algo-Stables,Binance,https://www.chargedefi.fi
1181,MojitoSwap,Dexes,Kucoin,https://www.mojitoswap.finance
1180,Liquidrium,Yield,Arbitrum | Ethereum | Polygon,https://www.liquidrium.com
1179,ExinSwap,Dexes,Mixin,https://app.exinswap.com
1177,Whale Loans,Reserve Currency,Binance,https://whale.loans
1176,Tropical Finance,Dexes,smartBCH,https://app.tropical.finance
1175,Xenophon,Reserve Currency,Binance,https://xenophon.finance/
1174,AuroraSwap,Dexes,Aurora,https://www.auroraswap.finance
1173,JPool,Liquid Staking,Solana,https://jpool.one
1172,PsyOptions,Options,Solana,https://www.psyoptions.io
1170,MetaReserve,Reserve Currency,Binance,https://metareserve.finance/
1169,Scarab Finance,Algo-Stables,Fantom,https://scarab.finance/
1168,Goblin FTM,Yield,Fantom,https://www.thegoblin.money/
1167,DefiChain Loans,Lending,DefiChain,https://defichain.com
1166,DefiChain DEX,Dexes,DefiChain,https://defichain.com/dex
1165,Swing DAO,Reserve Currency,Avalanche,https://swingdao.finance/
1164,DeepSeaDAO,Reserve Currency,Avalanche,https://www.daodeepsea.com/
1163,Trick or Treat Farm,Farm,Fantom,https://trickortreat.farm/
1162,Friktion,Options,Solana,https://friktion.fi
1161,NiiFi,Dexes,Nahmii,https://www.niifi.com/
1160,Baker Guild,Yield,Fantom,https://bakerguild.com/
1159,Piggy Finance,Yield,Avalanche,https://piggyfinance.io/
1158,Unite Finance,Algo-Stables,Harmony,https://unitefinance.io
1156,Cykura,Dexes,Solana,https://cykura.io
1155,SheepDex,Dexes,Binance,https://sheepdex.org/#/home
1154,SocialSwap,Dexes,Tron,https://www.socialswap.io
1153,Umbrella Network,Oracle,Binance | Ethereum,https://staking.umb.network
1152,RobiniaSwap,Dexes,Binance,https://robiniaswap.com/
1151,The Seed Farm,Yield,Avalanche,https://theseedfarm.app/
1150,WraithSwap,Dexes,Fantom,https://wraithswap.finance/
1149,Koala Defi,Farm,Binance | Polygon,https://koaladefi.finance/
1148,Amogus DAO,Reserve Currency,Avalanche,https://amogus.money/
1147,Emerald Swap,Yield,Binance,https://www.emeraldswap.com/
1146,CyberFantasyFembots,Yield,Polygon,https://factoryhq.io/
1145,FTM Frens,Yield,Fantom,https://ftmfrens.com/
1144,Banksy Farm,Yield,Avalanche,https://banksy.farm/
1143,Hotpot Finance,Yield,Binance,https://hotpot.farm/
1142,MM Optimizer,Yield,Cronos,https://vaults.mm.finance/vault
1141,Avalps,Reserve Currency,Avalanche,https://ape.avalps.finance/
1140,NetSwap,Dexes,Metis,https://netswap.io/#/home
1139,Tethys Finance,Dexes,Metis,https://tethys.finance
1138,Valkyrie,Launchpad,Terra,https://valkyrieprotocol.com
1137,SunFlower Finance,Dexes,Binance,https://sunflowerfi.org
1136,Rose,Dexes,Aurora,https://app.rose.fi
1135,Meowswap,Yield,Binance,https://meowswap.net/
1134,DuckyDeFi,Dexes,Cronos,https://duckydefi.com/
1133,Ice Colony,Yield,Polygon,https://www.icecolony.com/
1132,Genesys,Yield,Fantom,https://genesys.app/
1131,Cyber Dog,Yield,Cronos,https://cyberdog.finance/
1130,Buffaloswap,Yield,Binance,https://www.buffaloswap.org/
1129,BlackBird Finance,Yield,Cronos,https://croblackbird.finance/
1128,KawaiiSwap,Yield,Binance,https://www.kawaiiswap.finance/
1127,Zeus Finance,Yield,Fantom,https://www.zeusfinance.app/
1126,LemonSwap,Yield,Binance,https://lemonswap.space/
1125,MetaCrono,Yield Aggregator,Cronos,https://www.metacrono.finance/
1124,Mirai,Yield,Polygon,https://mirai.farm/
1123,Salem Finance,Yield,Cronos | Fantom | Polygon,https://salem.finance/
1122,GrassLand Finance,Yield,Polygon,https://grassland.finance/
1121,AvaViking,Yield,Avalanche,https://www.avaviking.com/
1120,Caribou Finance,Yield,Fantom,https://www.caribou.finance/
1119,Coup Farm,Yield,Avalanche,https://coup.farm/
1118,Louverture,Yield,Avalanche,https://www.louverture.finance/
1117,Crow Finance,Dexes,Cronos,https://crowfi.app/
1116,VultureSwap,Dexes,Cronos,https://vultureswap.finance
1115,Tectonic,Lending,Cronos,https://tectonic.finance/
1114,PirateDAO,Reserve Currency,Avalanche,https://piratedao.money
1113,Mama DAO,Reserve Currency,Polygon,http://mamadao.co
1112,Asgard Dao,Reserve Currency,Binance,https://asgarddao.live/
1111,Wisteria Swap,Yield,Binance,https://wisteriaswap.com
1110,Market,Lending,Fantom | Polygon,https://www.market.xyz
1109,APWine,Yield Aggregator,Ethereum | Polygon,https://apwine.fi
1108,Gearbox,Indexes,Ethereum,https://gearbox.fi
1107,WaterLoan,Lending,CSC | smartBCH,https://waterloan.finance
1106,Chad Finance,Yield,Fantom,https://www.chadfinance.io/
1105,Bourbon DAO,Reserve Currency,Binance,https://www.bourbondao.com/
1104,AgarthaDAO,Reserve Currency,Avalanche,https://agartha.money/
1103,SnowCatDAO,Reserve Currency,Avalanche,https://snowcatdao.com/
1102,Optidoge,Yield,Optimism,https://optidoge.xyz/
1101,SecureDAO,Reserve Currency,Fantom,https://www.securedao.finance/
1100,ValhallaDAO,Reserve Currency,Avalanche,https://valhalladao.app/
1099,Ara Finance,Reserve Currency,Avalanche,https://arafinance.land/
1098,Templar DAO,Reserve Currency,Binance | Harmony | Moonriver,https://templar.finance/
1097,Niob Finance,Dexes,Binance,https://niob.finance/
1096,PureFi,Yield,Binance | Ethereum | Polygon,https://www.purefi.io
1095,Stand Cash,Yield,Ethereum,https://stand.cash/
1094,One Cash,Staking,Ethereum,https://onecash.finance/
1093,SuperFarm,Services,Ethereum,https://superfarm.com/
1092,AfraSwap,Dexes,Binance,https://afraswap.io
1091,ZodiacDAO,Reserve Currency,Binance,https://zodiacdao.finance/
1090,Spicy DAO,Reserve Currency,Avalanche,https://app.spicydao.finance/
1089,KACO Finance,Dexes,Binance | Shiden,https://www.kaco.finance/
1088,ErgoDEX,Dexes,Ergo,https://ergodex.io
1087,Algofi,Lending,Algorand,https://www.algofi.org/
1086,Zencha Finance,Dexes,Boba,https://www.zencha.finance/#/
1085,Thetanuts Finance,Options,Aurora | Avalanche | Binance | Boba | Ethereum | Fantom | Polygon,https://thetanuts.finance
1084,Pala,Dexes,Klaytn,https://pala.world
1083,Everipedia,Services,Ethereum,https://everipedia.org
1082,Umbria Network,Cross Chain,Ethereum | Polygon,https://umbria.network
1081,BabyPig Finance,Yield,Fantom,https://www.babypig.finance
1080,XUSD Money,Algo-Stables,Ethereum,https://xusd.money
1079,IFPool,Liquid Staking,CSC,https://ifpool.io
1078,Polkastarter,Launchpad,Binance | Ethereum,https://polkastarter.com/#upcoming-projects
1077,Bring.Finance,Yield,Binance | Ethereum | Harmony,https://bring.finance
1076,ArbiCheems,Yield,Arbitrum,https://arbicheems.finance/
1075,SpiritDAO,Reserve Currency,Avalanche,https://dapp.spiritdao.finance/
1074,AutoShark,Dexes,Binance,https://autoshark.finance
1073,Kitty Finance,Algo-Stables,Avalanche | Polygon,https://kittyfinance.io
1072,IFSwap,Dexes,CSC,https://ifswap.finance
1071,Polkamarkets,Options,Ethereum | Moonbeam | Moonriver,https://www.polkamarkets.com
1070,Nacho Finance,Yield,Polygon,https://nachoxyz.com/
1069,OptiNyan,Yield,Optimism,https://optinyan.xyz
1068,Thoreum Finance,Yield,Binance,https://thoreum.finance/
1067,Dios Finance,Reserve Currency,Binance,https://dios.finance/
1066,Brokoli Network,Dexes,Binance | Ethereum,https://brokoli.network
1065,The Sandbox,Gaming,Ethereum | Polygon,https://www.sandbox.game
1064,Ideamarket,Derivatives,Arbitrum,https://ideamarket.io
1063,Embr Finance,Dexes,Avalanche,https://embr.finance
1062,Chest Finance,Options,Solana,https://www.chestfinance.xyz/
1061,CakeDAO,Reserve Currency,Avalanche,https://cakedao.finance/
1060,Entropyfi,Prediction Market,Polygon,https://www.entropyfi.com
1059,Sheesha Finance,Staking,Binance,https://www.sheeshafinance.io
1058,MOBOX,Gaming,Binance,https://www.mobox.io/home/#/iframe/momo
1057,Linear Finance,Derivatives,Binance,https://linear.finance
1056,Redacted Cartel,Services,Ethereum,https://www.redactedcartel.xyz
1055,FIAT DAO,Yield,Ethereum,https://fiatdao.com/
1054,ChainPort,Bridge,Ethereum,https://app.chainport.io
1053,MooniSwap,Dexes,Ethereum,https://mooniswap.exchange/#/swap
1052,Astroport,Dexes,Terra | Terra2,https://astroport.fi
1051,Vortex DAO,Reserve Currency,Avalanche,https://www.vortexdao.com/
1050,LeagueDAO,Reserve Currency,Ethereum,https://leaguedao.com/
1049,Globiance,Dexes,XDC,https://dex.globiance.com
1048,Merit Circle,Launchpad,Ethereum,https://www.meritcircle.io/
1047,UnusDao,Reserve Currency,Binance,https://unusdao.finance/
1046,Ouchi Finance,Dexes,Ethereum,https://ouchi.finance
1045,Tempus Finance,Yield,Ethereum | Fantom,http://tempus.finance
1044,Stader,Liquid Staking,Fantom | Hedera | Polygon | Terra | Terra2,https://staderlabs.com
1043,SunflowerSwap,Dexes,Moonbeam,https://sunflowerswap.finance
1042,Solana Farm,Staking,Binance,https://solanafarm.finance
1041,Numbers Protocol,Services,Binance | Ethereum,https://www.numbersprotocol.io
1040,MFinance,Staking,Ethereum,https://m.finance
1039,Mercurity,Dexes,Ethereum,https://www.mercurity.finance
1038,FireDAO,Yield,Ethereum,https://firedao.com
1037,RagnarokDAO,Reserve Currency,Avalanche,https://app.ragnarokdao.finance/
1036,BTCST,Yield,Binance,https://www.btcst.finance
1035,BITPIF,Staking,Ethereum,https://bitpif.com/#/swap
1034,Base Protocol,Indexes,Ethereum,https://www.baseprotocol.org
